"Time","reducirimagen.openfaas-fn","reducirimagen.openfaas-fn","reducirimagen.openfaas-fn","reducirimagen.openfaas-fn"
2025-01-30 00:33:30,7.92,NaN,NaN,NaN
2025-01-30 00:33:45,5.21,NaN,NaN,NaN
2025-01-30 00:34:00,5.27,NaN,NaN,NaN
2025-01-30 00:34:15,5.77,NaN,NaN,NaN
2025-01-30 00:34:30,7.77,NaN,NaN,NaN
2025-01-30 00:34:45,5.92,NaN,NaN,NaN
2025-01-30 00:35:00,7.54,NaN,NaN,NaN
2025-01-30 00:35:15,6.01,NaN,NaN,NaN
2025-01-30 00:35:30,6.38,NaN,NaN,NaN
2025-01-30 00:35:45,6.30,NaN,NaN,NaN
2025-01-30 00:36:00,5.52,NaN,NaN,NaN
2025-01-30 00:36:15,NaN,NaN,NaN,NaN
2025-01-30 00:36:30,NaN,NaN,NaN,NaN
2025-01-30 00:36:45,NaN,NaN,NaN,NaN
2025-01-30 00:37:00,NaN,NaN,NaN,NaN
2025-01-30 00:37:15,0.639,NaN,NaN,NaN
2025-01-30 00:37:30,0.636,NaN,NaN,NaN
2025-01-30 00:37:45,0.489,NaN,NaN,NaN
2025-01-30 00:38:00,0.376,NaN,NaN,NaN
2025-01-30 00:38:15,0.396,NaN,NaN,NaN
2025-01-30 00:38:30,0.335,NaN,NaN,NaN
2025-01-30 00:38:45,0.269,NaN,NaN,NaN
2025-01-30 00:39:00,0.297,NaN,NaN,NaN
2025-01-30 00:39:15,0.222,NaN,NaN,NaN
2025-01-30 00:39:30,0.214,NaN,NaN,NaN
2025-01-30 00:39:45,0.231,NaN,NaN,NaN
2025-01-30 00:40:00,0.201,NaN,NaN,NaN
2025-01-30 00:40:15,NaN,NaN,NaN,NaN
2025-01-30 00:40:30,NaN,NaN,NaN,NaN
2025-01-30 00:40:45,NaN,NaN,NaN,NaN
2025-01-30 00:41:00,NaN,NaN,NaN,NaN
2025-01-30 00:41:15,0.458,NaN,NaN,NaN
2025-01-30 00:41:30,0.468,NaN,NaN,NaN
2025-01-30 00:41:45,0.380,NaN,NaN,NaN
2025-01-30 00:42:00,0.343,NaN,NaN,NaN
2025-01-30 00:42:15,0.390,NaN,NaN,NaN
2025-01-30 00:42:30,0.395,NaN,NaN,NaN
2025-01-30 00:42:45,0.389,NaN,NaN,NaN
2025-01-30 00:43:00,0.365,NaN,NaN,NaN
2025-01-30 00:43:15,0.311,NaN,NaN,NaN
2025-01-30 00:43:30,0.338,NaN,NaN,NaN
2025-01-30 00:43:45,0.345,NaN,NaN,NaN
2025-01-30 00:44:00,0.356,NaN,NaN,NaN
2025-01-30 00:44:15,NaN,NaN,NaN,NaN
2025-01-30 00:44:30,NaN,NaN,NaN,NaN
2025-01-30 00:44:45,NaN,NaN,NaN,NaN
2025-01-30 00:45:00,NaN,NaN,NaN,NaN
2025-01-30 00:45:15,1.68,NaN,NaN,NaN
2025-01-30 00:45:30,2.71,NaN,NaN,NaN
2025-01-30 00:45:45,1.62,NaN,NaN,NaN
2025-01-30 00:46:00,0.950,NaN,NaN,NaN
2025-01-30 00:46:15,1.20,NaN,NaN,NaN
2025-01-30 00:46:30,0.856,NaN,NaN,NaN
2025-01-30 00:46:45,0.831,NaN,NaN,NaN
2025-01-30 00:47:00,0.764,NaN,NaN,NaN
2025-01-30 00:47:15,0.589,NaN,NaN,NaN
2025-01-30 00:47:30,0.677,NaN,NaN,NaN
2025-01-30 00:47:45,0.706,NaN,NaN,NaN
2025-01-30 00:48:00,0.529,NaN,NaN,NaN
2025-01-30 00:48:15,NaN,NaN,NaN,NaN
2025-01-30 00:48:30,NaN,NaN,NaN,NaN
2025-01-30 00:48:45,NaN,NaN,NaN,NaN
2025-01-30 00:49:00,NaN,NaN,NaN,NaN
2025-01-30 00:49:15,1.44,NaN,NaN,NaN
2025-01-30 00:49:30,1.32,NaN,NaN,NaN
2025-01-30 00:49:45,1.33,NaN,NaN,NaN
2025-01-30 00:50:00,1.19,NaN,NaN,NaN
2025-01-30 00:50:15,1.20,NaN,NaN,NaN
2025-01-30 00:50:30,1.39,NaN,NaN,NaN
2025-01-30 00:50:45,1.25,NaN,NaN,NaN
2025-01-30 00:51:00,1.26,NaN,NaN,NaN
2025-01-30 00:51:15,1.29,NaN,NaN,NaN
2025-01-30 00:51:30,1.27,NaN,NaN,NaN
2025-01-30 00:51:45,1.22,NaN,NaN,NaN
2025-01-30 00:52:00,1.33,NaN,NaN,NaN
2025-01-30 00:52:15,NaN,NaN,NaN,NaN
2025-01-30 00:52:30,NaN,NaN,NaN,NaN
2025-01-30 00:52:45,NaN,NaN,NaN,NaN
2025-01-30 00:53:00,NaN,NaN,NaN,NaN
2025-01-30 00:53:15,1.73,NaN,NaN,NaN
2025-01-30 00:53:30,2.65,NaN,NaN,NaN
2025-01-30 00:53:45,1.58,NaN,NaN,NaN
2025-01-30 00:54:00,1.05,NaN,NaN,NaN
2025-01-30 00:54:15,1.04,NaN,NaN,NaN
2025-01-30 00:54:30,0.732,NaN,NaN,NaN
2025-01-30 00:54:45,0.884,NaN,NaN,NaN
2025-01-30 00:55:00,0.803,NaN,NaN,NaN
2025-01-30 00:55:15,0.741,NaN,NaN,NaN
2025-01-30 00:55:30,0.733,NaN,NaN,NaN
2025-01-30 00:55:45,0.707,NaN,NaN,NaN
2025-01-30 00:56:00,0.468,NaN,NaN,NaN
2025-01-30 00:56:15,NaN,NaN,NaN,NaN
2025-01-30 00:56:30,NaN,NaN,NaN,NaN
2025-01-30 00:56:45,NaN,NaN,NaN,NaN
2025-01-30 00:57:00,NaN,NaN,NaN,NaN
2025-01-30 00:57:15,1.54,NaN,NaN,NaN
2025-01-30 00:57:30,1.35,NaN,NaN,NaN
2025-01-30 00:57:45,1.22,NaN,NaN,NaN
2025-01-30 00:58:00,1.17,NaN,NaN,NaN
2025-01-30 00:58:15,1.29,NaN,NaN,NaN
2025-01-30 00:58:30,1.41,NaN,NaN,NaN
2025-01-30 00:58:45,1.50,NaN,NaN,NaN
2025-01-30 00:59:00,1.01,NaN,NaN,NaN
2025-01-30 00:59:15,1.24,NaN,NaN,NaN
2025-01-30 00:59:30,1.13,NaN,NaN,NaN
2025-01-30 00:59:45,1.26,NaN,NaN,NaN
2025-01-30 01:00:00,1.31,NaN,NaN,NaN
2025-01-30 01:00:15,NaN,NaN,NaN,NaN
2025-01-30 01:00:30,NaN,NaN,NaN,NaN
2025-01-30 01:00:45,NaN,NaN,NaN,NaN
2025-01-30 01:01:00,NaN,NaN,NaN,NaN
2025-01-30 01:01:15,2.29,NaN,NaN,NaN
2025-01-30 01:01:30,4.07,NaN,NaN,NaN
2025-01-30 01:01:45,3.05,NaN,NaN,NaN
2025-01-30 01:02:00,3.00,NaN,NaN,NaN
2025-01-30 01:02:15,1.11,NaN,NaN,NaN
2025-01-30 01:02:30,1.97,NaN,NaN,NaN
2025-01-30 01:02:45,2.04,NaN,NaN,NaN
2025-01-30 01:03:00,1.69,NaN,NaN,NaN
2025-01-30 01:03:15,1.91,NaN,NaN,NaN
2025-01-30 01:03:30,1.32,NaN,NaN,NaN
2025-01-30 01:03:45,1.27,NaN,NaN,NaN
2025-01-30 01:04:00,1.42,NaN,NaN,NaN
2025-01-30 01:04:15,NaN,NaN,NaN,NaN
2025-01-30 01:04:30,NaN,NaN,NaN,NaN
2025-01-30 01:04:45,NaN,NaN,NaN,NaN
2025-01-30 01:05:00,NaN,NaN,NaN,NaN
2025-01-30 01:05:15,2.13,NaN,NaN,NaN
2025-01-30 01:05:30,3.20,NaN,NaN,NaN
2025-01-30 01:05:45,2.74,NaN,NaN,NaN
2025-01-30 01:06:00,3.41,NaN,NaN,NaN
2025-01-30 01:06:15,2.70,NaN,NaN,NaN
2025-01-30 01:06:30,3.16,NaN,NaN,NaN
2025-01-30 01:06:45,2.82,NaN,NaN,NaN
2025-01-30 01:07:00,2.92,NaN,NaN,NaN
2025-01-30 01:07:15,2.75,NaN,NaN,NaN
2025-01-30 01:07:30,2.77,NaN,NaN,NaN
2025-01-30 01:07:45,3.02,NaN,NaN,NaN
2025-01-30 01:08:00,2.79,NaN,NaN,NaN
2025-01-30 01:08:15,NaN,NaN,NaN,NaN
2025-01-30 01:08:30,NaN,NaN,NaN,NaN
2025-01-30 01:08:45,NaN,NaN,NaN,NaN
2025-01-30 01:09:00,NaN,NaN,NaN,NaN
2025-01-30 01:09:15,3.51,NaN,NaN,NaN
2025-01-30 01:09:30,4.27,NaN,NaN,NaN
2025-01-30 01:09:45,4.11,NaN,NaN,NaN
2025-01-30 01:10:00,3.85,NaN,NaN,NaN
2025-01-30 01:10:15,3.55,NaN,NaN,NaN
2025-01-30 01:10:30,3.27,NaN,NaN,NaN
2025-01-30 01:10:45,3.56,NaN,NaN,NaN
2025-01-30 01:11:00,4.04,NaN,NaN,NaN
2025-01-30 01:11:15,3.79,NaN,NaN,NaN
2025-01-30 01:11:30,3.84,NaN,NaN,NaN
2025-01-30 01:11:45,3.78,NaN,NaN,NaN
2025-01-30 01:12:00,3.69,NaN,NaN,NaN
2025-01-30 01:12:15,NaN,NaN,NaN,NaN
2025-01-30 01:12:30,NaN,NaN,NaN,NaN
2025-01-30 01:12:45,NaN,NaN,NaN,NaN
2025-01-30 01:13:00,NaN,NaN,NaN,NaN
2025-01-30 01:13:15,2.38,NaN,NaN,NaN
2025-01-30 01:13:30,4.38,NaN,NaN,NaN
2025-01-30 01:13:45,2.61,NaN,NaN,NaN
2025-01-30 01:14:00,3.23,30.0,NaN,NaN
2025-01-30 01:14:15,2.57,NaN,NaN,NaN
2025-01-30 01:14:30,2.49,30.0,NaN,NaN
2025-01-30 01:14:45,2.63,NaN,NaN,NaN
2025-01-30 01:15:00,2.69,30.0,NaN,NaN
2025-01-30 01:15:15,3.03,NaN,NaN,NaN
2025-01-30 01:15:30,8.37,NaN,NaN,NaN
2025-01-30 01:15:45,4.20,NaN,NaN,NaN
2025-01-30 01:16:00,4.17,NaN,NaN,NaN
2025-01-30 01:16:15,NaN,NaN,NaN,NaN
2025-01-30 01:16:30,NaN,NaN,NaN,NaN
2025-01-30 01:16:45,NaN,NaN,NaN,NaN
2025-01-30 01:17:00,NaN,NaN,NaN,NaN
2025-01-30 01:17:15,3.81,NaN,NaN,NaN
2025-01-30 01:17:30,5.61,NaN,NaN,NaN
2025-01-30 01:17:45,4.62,NaN,NaN,NaN
2025-01-30 01:18:00,4.92,NaN,NaN,NaN
2025-01-30 01:18:15,4.72,NaN,NaN,NaN
2025-01-30 01:18:30,4.85,NaN,NaN,NaN
2025-01-30 01:18:45,4.47,NaN,NaN,NaN
2025-01-30 01:19:00,4.71,NaN,NaN,NaN
2025-01-30 01:19:15,7.00,NaN,NaN,NaN
2025-01-30 01:19:30,6.39,NaN,NaN,NaN
2025-01-30 01:19:45,7.57,NaN,NaN,NaN
2025-01-30 01:20:00,7.44,30.0,NaN,NaN
2025-01-30 01:20:15,NaN,30.0,NaN,NaN
2025-01-30 01:20:30,NaN,NaN,NaN,NaN
2025-01-30 01:20:45,NaN,NaN,NaN,NaN
2025-01-30 01:21:00,NaN,NaN,NaN,NaN
2025-01-30 01:21:15,4.46,NaN,NaN,NaN
2025-01-30 01:21:30,4.80,NaN,NaN,NaN
2025-01-30 01:21:45,4.02,NaN,NaN,NaN
2025-01-30 01:22:00,3.51,NaN,NaN,NaN
2025-01-30 01:22:15,6.40,NaN,NaN,NaN
2025-01-30 01:22:30,3.03,NaN,NaN,NaN
2025-01-30 01:22:45,8.00,NaN,NaN,NaN
2025-01-30 01:23:00,3.44,NaN,NaN,NaN
2025-01-30 01:23:15,7.87,30.0,NaN,NaN
2025-01-30 01:23:30,6.97,30.0,NaN,NaN
2025-01-30 01:23:45,5.50,30.0,NaN,NaN
2025-01-30 01:24:00,6.15,30.0,NaN,NaN
2025-01-30 01:24:15,20.5,30.0,NaN,NaN
2025-01-30 01:24:30,NaN,NaN,NaN,NaN
2025-01-30 01:24:45,NaN,NaN,NaN,NaN
2025-01-30 01:25:00,NaN,NaN,NaN,NaN
2025-01-30 01:25:15,4.67,NaN,NaN,NaN
2025-01-30 01:25:30,7.05,NaN,NaN,NaN
2025-01-30 01:25:45,6.64,NaN,NaN,NaN
2025-01-30 01:26:00,7.34,NaN,NaN,NaN
2025-01-30 01:26:15,6.93,NaN,NaN,NaN
2025-01-30 01:26:30,6.71,NaN,NaN,NaN
2025-01-30 01:26:45,7.75,NaN,NaN,NaN
2025-01-30 01:27:00,6.66,NaN,NaN,NaN
2025-01-30 01:27:15,6.01,NaN,NaN,NaN
2025-01-30 01:27:30,8.05,NaN,NaN,NaN
2025-01-30 01:27:45,6.80,NaN,NaN,NaN
2025-01-30 01:28:00,5.98,NaN,NaN,NaN
2025-01-30 01:28:15,NaN,NaN,NaN,NaN
2025-01-30 01:28:30,NaN,NaN,NaN,NaN
2025-01-30 01:28:45,NaN,NaN,NaN,NaN
2025-01-30 01:29:00,NaN,NaN,NaN,NaN
2025-01-30 01:29:15,3.79,NaN,NaN,NaN
2025-01-30 01:29:30,3.69,NaN,NaN,NaN
2025-01-30 01:29:45,5.60,NaN,NaN,NaN
2025-01-30 01:30:00,7.12,NaN,NaN,NaN
2025-01-30 01:30:15,7.70,NaN,NaN,NaN
2025-01-30 01:30:30,6.69,NaN,NaN,NaN
2025-01-30 01:30:45,7.42,NaN,NaN,NaN
2025-01-30 01:31:00,5.90,NaN,NaN,NaN
2025-01-30 01:31:15,4.60,NaN,NaN,NaN
2025-01-30 01:31:30,6.37,NaN,NaN,NaN
2025-01-30 01:31:45,4.88,NaN,NaN,NaN
2025-01-30 01:32:00,6.74,NaN,NaN,NaN
2025-01-30 01:32:15,NaN,NaN,NaN,NaN
2025-01-30 01:32:30,NaN,NaN,NaN,NaN
2025-01-30 01:32:45,NaN,NaN,NaN,NaN
2025-01-30 01:33:00,NaN,NaN,NaN,NaN
2025-01-30 01:33:15,0.598,NaN,NaN,NaN
2025-01-30 01:33:30,0.598,NaN,NaN,NaN
2025-01-30 01:33:45,0.459,NaN,NaN,NaN
2025-01-30 01:34:00,0.382,NaN,NaN,NaN
2025-01-30 01:34:15,0.323,NaN,NaN,NaN
2025-01-30 01:34:30,0.303,NaN,NaN,NaN
2025-01-30 01:34:45,0.279,NaN,NaN,NaN
2025-01-30 01:35:00,0.249,NaN,NaN,NaN
2025-01-30 01:35:15,0.218,NaN,NaN,NaN
2025-01-30 01:35:30,0.234,NaN,NaN,NaN
2025-01-30 01:35:45,0.229,NaN,NaN,NaN
2025-01-30 01:36:00,0.179,NaN,NaN,NaN
2025-01-30 01:36:15,NaN,NaN,NaN,NaN
2025-01-30 01:36:30,NaN,NaN,NaN,NaN
2025-01-30 01:36:45,NaN,NaN,NaN,NaN
2025-01-30 01:37:00,NaN,NaN,NaN,NaN
2025-01-30 01:37:15,0.452,NaN,NaN,NaN
2025-01-30 01:37:30,0.423,NaN,NaN,NaN
2025-01-30 01:37:45,0.350,NaN,NaN,NaN
2025-01-30 01:38:00,0.388,NaN,NaN,NaN
2025-01-30 01:38:15,0.385,NaN,NaN,NaN
2025-01-30 01:38:30,0.383,NaN,NaN,NaN
2025-01-30 01:38:45,0.343,NaN,NaN,NaN
2025-01-30 01:39:00,0.372,NaN,NaN,NaN
2025-01-30 01:39:15,0.343,NaN,NaN,NaN
2025-01-30 01:39:30,0.334,NaN,NaN,NaN
2025-01-30 01:39:45,0.342,NaN,NaN,NaN
2025-01-30 01:40:00,0.328,NaN,NaN,NaN
2025-01-30 01:40:15,NaN,NaN,NaN,NaN
2025-01-30 01:40:30,NaN,NaN,NaN,NaN
2025-01-30 01:40:45,NaN,NaN,NaN,NaN
2025-01-30 01:41:00,NaN,NaN,NaN,NaN
