Time;" code=""200"" pod_template_hash=""5f59dffc5""";"code=""200"" pod_template_hash=""86d89cc867""";"code=""500"" pod_template_hash=""5f59dffc5""";"code=""500"" pod_template_hash=""86d89cc867""";"code=""502"" pod_template_hash=""5f59dffc5""";"code=""502"" pod_template_hash=""86d89cc867""";"code=""504"" pod_template_hash=""5f59dffc5""";"code=""504"" pod_template_hash=""86d89cc867"""
15/10/2024 15:11;;0.667;;0;;0;;0
15/10/2024 15:11;;0.415;;0;;0;;0
15/10/2024 15:11;;0.413;;0;;0;;0
15/10/2024 15:11;;0.445;;0;;0;;0
15/10/2024 15:12;;0.315;;0;;0;;0
15/10/2024 15:12;;0.319;;0;;0;;0
15/10/2024 15:12;;0.309;;0;;0;;0
15/10/2024 15:12;;0.243;;0;;0;;0
15/10/2024 15:13;;0.256;;0;;0;;0
15/10/2024 15:13;;0.301;;0;;0;;0
15/10/2024 15:13;;0.234;;0;;0;;0
15/10/2024 15:13;;0.235;;0;;0;;0
15/10/2024 15:14;;0.31;;0;;0;;0
15/10/2024 15:14;;0.314;;0;;0;;0
15/10/2024 15:14;;0.31;;0;;0;;0
15/10/2024 15:14;;0.322;;0;;0;;0
15/10/2024 15:15;;0.327;;0;;0;;0
15/10/2024 15:15;;0.322;;0;;0;;0
15/10/2024 15:15;;0.354;;0;;0;;0
15/10/2024 15:15;;0.328;;0;;0;;0
15/10/2024 15:16;;0.32;;0;;0;;0
15/10/2024 15:16;;0.313;;0;;0;;0
15/10/2024 15:16;;0.319;;0;;0;;0
15/10/2024 15:16;;0.33;;0;;0;;0
15/10/2024 15:17;;0.548;;0;;0;;0
15/10/2024 15:17;;0.606;;0;;0;;0
15/10/2024 15:17;;0.64;;0;;0;;0
15/10/2024 15:17;;0.636;;0;;0;;0
