sep=,
"Time","reducirimagen-74f7996c94-22ll8","reducirimagen-74f7996c94-272s9","reducirimagen-74f7996c94-27lw4","reducirimagen-74f7996c94-28zvk","reducirimagen-74f7996c94-29z2z","reducirimagen-74f7996c94-428kh","reducirimagen-74f7996c94-46xmb","reducirimagen-74f7996c94-486ll","reducirimagen-74f7996c94-48l2j","reducirimagen-74f7996c94-4cz5c","reducirimagen-74f7996c94-4qv8w","reducirimagen-74f7996c94-4snrh","reducirimagen-74f7996c94-54228","reducirimagen-74f7996c94-558vk","reducirimagen-74f7996c94-5bzng","reducirimagen-74f7996c94-5ds9w","reducirimagen-74f7996c94-5hm9v","reducirimagen-74f7996c94-5kkq9","reducirimagen-74f7996c94-5nvq5","reducirimagen-74f7996c94-5p9fq","reducirimagen-74f7996c94-5r9l5","reducirimagen-74f7996c94-5s9c2","reducirimagen-74f7996c94-6df8c","reducirimagen-74f7996c94-6l225","reducirimagen-74f7996c94-6mvqv","reducirimagen-74f7996c94-6pwtk","reducirimagen-74f7996c94-75r9p","reducirimagen-74f7996c94-7hqvm","reducirimagen-74f7996c94-7jlmr","reducirimagen-74f7996c94-7kqlm","reducirimagen-74f7996c94-7l9cn","reducirimagen-74f7996c94-7ltbf","reducirimagen-74f7996c94-7xdzb","reducirimagen-74f7996c94-87d9p","reducirimagen-74f7996c94-87s2c","reducirimagen-74f7996c94-88zt4","reducirimagen-74f7996c94-8fk9t","reducirimagen-74f7996c94-8hgnj","reducirimagen-74f7996c94-8tx27","reducirimagen-74f7996c94-8zvhf","reducirimagen-74f7996c94-94568","reducirimagen-74f7996c94-96pqv","reducirimagen-74f7996c94-96w9n","reducirimagen-74f7996c94-9dbsm","reducirimagen-74f7996c94-9qrqk","reducirimagen-74f7996c94-b9qrg","reducirimagen-74f7996c94-bbdld","reducirimagen-74f7996c94-bbnnk","reducirimagen-74f7996c94-bdwvx","reducirimagen-74f7996c94-c72lw","reducirimagen-74f7996c94-c8ws2","reducirimagen-74f7996c94-cksxf","reducirimagen-74f7996c94-cm8zn","reducirimagen-74f7996c94-cppl6","reducirimagen-74f7996c94-crj2t","reducirimagen-74f7996c94-csbpb","reducirimagen-74f7996c94-d7s5n","reducirimagen-74f7996c94-dffbb","reducirimagen-74f7996c94-dfh79","reducirimagen-74f7996c94-dzpwp","reducirimagen-74f7996c94-f9h54","reducirimagen-74f7996c94-fc6xz","reducirimagen-74f7996c94-fjlmw","reducirimagen-74f7996c94-fl782","reducirimagen-74f7996c94-fncvm","reducirimagen-74f7996c94-fwprt","reducirimagen-74f7996c94-ggvj8","reducirimagen-74f7996c94-gw4n5","reducirimagen-74f7996c94-gwjmr","reducirimagen-74f7996c94-gzrgj","reducirimagen-74f7996c94-h4flp","reducirimagen-74f7996c94-hbw9w","reducirimagen-74f7996c94-hgskq","reducirimagen-74f7996c94-hjsbt","reducirimagen-74f7996c94-hxbkv","reducirimagen-74f7996c94-hz9pb","reducirimagen-74f7996c94-j6slb","reducirimagen-74f7996c94-jfzqr","reducirimagen-74f7996c94-jjkbg","reducirimagen-74f7996c94-jzwjz","reducirimagen-74f7996c94-k7l6c","reducirimagen-74f7996c94-k8v45","reducirimagen-74f7996c94-kg2dz","reducirimagen-74f7996c94-kht4z","reducirimagen-74f7996c94-kmjtv","reducirimagen-74f7996c94-kmr84","reducirimagen-74f7996c94-l2b46","reducirimagen-74f7996c94-l79mt","reducirimagen-74f7996c94-lg8vm","reducirimagen-74f7996c94-lkjmh","reducirimagen-74f7996c94-lkt9z","reducirimagen-74f7996c94-llxw4","reducirimagen-74f7996c94-lz54x","reducirimagen-74f7996c94-m698r","reducirimagen-74f7996c94-mlfxr","reducirimagen-74f7996c94-mq6jv","reducirimagen-74f7996c94-mt8ql","reducirimagen-74f7996c94-nb485","reducirimagen-74f7996c94-nd2c9","reducirimagen-74f7996c94-npt2d","reducirimagen-74f7996c94-pfqgw","reducirimagen-74f7996c94-q4l7j","reducirimagen-74f7996c94-q57lq","reducirimagen-74f7996c94-qgckn","reducirimagen-74f7996c94-ql6g9","reducirimagen-74f7996c94-r8h4w","reducirimagen-74f7996c94-rc668","reducirimagen-74f7996c94-rcn8d","reducirimagen-74f7996c94-rh2hn","reducirimagen-74f7996c94-rkqt2","reducirimagen-74f7996c94-s6hbz","reducirimagen-74f7996c94-sqvtr","reducirimagen-74f7996c94-tb7tc","reducirimagen-74f7996c94-tmdrq","reducirimagen-74f7996c94-twtmx","reducirimagen-74f7996c94-txv4d","reducirimagen-74f7996c94-v28tw","reducirimagen-74f7996c94-v5j4h","reducirimagen-74f7996c94-vh2p5","reducirimagen-74f7996c94-vnflw","reducirimagen-74f7996c94-vnfqz","reducirimagen-74f7996c94-vqtn6","reducirimagen-74f7996c94-vzn65","reducirimagen-74f7996c94-wzgd9","reducirimagen-74f7996c94-xcld4","reducirimagen-74f7996c94-xctl5","reducirimagen-74f7996c94-xfqkb","reducirimagen-74f7996c94-xt5x4","reducirimagen-74f7996c94-xz44z","reducirimagen-74f7996c94-z4k9b","reducirimagen-74f7996c94-z5bsj","reducirimagen-74f7996c94-zbh2v","reducirimagen-74f7996c94-zc69n","reducirimagen-74f7996c94-zcq5c","reducirimagen-74f7996c94-zxfvd","reducirimagen-74f7996c94-zxxdr"
2024-10-16 02:44:00,,,,,121 MiB,,,,,,113 MiB,,,120 MiB,,,,,,,,,,,142 MiB,,,,,,,,116 MiB,,,,,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,138 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141 MiB,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,,,,,
2024-10-16 02:44:20,,,,,121 MiB,,,,,,113 MiB,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,,,,,
2024-10-16 02:44:40,,,,,121 MiB,,,,,,113 MiB,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,,,,,
2024-10-16 02:45:00,,,,,121 MiB,,,,,,113 MiB,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,,,,,
2024-10-16 02:45:20,,,,,121 MiB,,,,,,113 MiB,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 MiB,,,,,,,,,
2024-10-16 02:45:40,,,,,121 MiB,,,,,,113 MiB,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 MiB,,,,,,,,,
2024-10-16 02:46:00,,,,,121 MiB,,,,,,113 MiB,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 MiB,,,,,,,,,
2024-10-16 02:46:20,,,,,121 MiB,,,,,,113 MiB,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 MiB,,,,,,,,,
2024-10-16 02:46:40,,,,,121 MiB,,,,,,113 MiB,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 MiB,,,,,,,,,
2024-10-16 02:47:00,,,,,121 MiB,,,,,,113 MiB,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,,,,,
2024-10-16 02:47:20,,,,,121 MiB,,,,,,113 MiB,,,120 MiB,,,,,,,,,,21.2 MiB,,,,,,,,,,,,,,,,,,,,,,119 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,,,,,
2024-10-16 02:47:40,,,,,121 MiB,,,,,,113 MiB,,,119 MiB,,,,,,,,,,21.2 MiB,,,,,,,,,,,,,,,,,,,,,,1.02 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,,,,,
2024-10-16 02:48:00,,,,,,,,,,,,,,,,,,,,,,,,21.2 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 MiB,,,,,,,,,
2024-10-16 02:48:20,,,,,,,,,,,,,,,,,,,,,,,,21.2 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 MiB,,,,,,,,,
2024-10-16 02:48:40,,,,,,,,,,,,,,,,,,,,,,,,21.2 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MiB,27.2 MiB,,,,,,,,
2024-10-16 02:49:00,,,,,,,,,,,,,,,,,,,,,,,,21.2 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MiB,27.2 MiB,,,,,,,,
2024-10-16 02:49:20,,,,,,,,,,,,,,,,,,,,,,,,21.2 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MiB,27.2 MiB,,,,,,,,
2024-10-16 02:49:40,,,,,,,,,,,,,,,,,,,,,,,,21.2 MiB,,,,,,,,,,,,,,,,,,67.3 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126 MiB,27.2 MiB,,,,,,,,
2024-10-16 02:50:00,,,,,,,,,,,,,,,,,,,,,,,,21.2 MiB,,,,,,,,,,,,,,,,,,67.3 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127 MiB,27.2 MiB,,,,,,,,
2024-10-16 02:50:20,,,,,,,,,,,,,,,,,,,,,,,,21.2 MiB,,,,,,,,,,,,,,,,,,67.3 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127 MiB,27.2 MiB,,,,,,,,
2024-10-16 02:50:40,,,,,,,,,,,,,,,,,,,,,,,,21.2 MiB,,,,,,,,,,,,,,,,,,67.3 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127 MiB,27.2 MiB,,,,,,,,
2024-10-16 02:51:00,,,,,,,,,,,,,,,,,,,,,,,,21.2 MiB,,,,,,,,,,,,,,,,,,67.3 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127 MiB,27.2 MiB,,,,,,,,
2024-10-16 02:51:20,,,,,,,,,,,,,,,,,,,,,,,,21.2 MiB,,,,,,,,,,,,,,,,,,67.3 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127 MiB,27.2 MiB,,,,,,,,
2024-10-16 02:51:40,,,,,,,,,,,,,,,,,,,,,,,,21.2 MiB,,,,,,,,,,,,,,,,,,67.3 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127 MiB,27.2 MiB,,,,,,,,
2024-10-16 02:52:00,,,,,,,,,,,,,,,,,,,,,,,,21.2 MiB,,,,,,,,,,,,,,,,,,67.3 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127 MiB,27.2 MiB,,,,,,,,
2024-10-16 02:52:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 MiB,27.2 MiB,,,,,,,,
2024-10-16 02:52:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MiB,27.2 MiB,,,,,,,,
2024-10-16 02:53:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MiB,27.2 MiB,,,,,,,,
2024-10-16 02:53:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MiB,27.2 MiB,,,,,,,,
2024-10-16 02:53:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MiB,,,,,,,,,
2024-10-16 02:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MiB,,,,,,,,,
2024-10-16 02:54:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132 MiB,,,,,,,,,
2024-10-16 02:54:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132 MiB,,,,,,,,,
2024-10-16 02:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 02:55:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 02:55:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 02:56:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 02:56:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132 MiB,,,,,,,,,
2024-10-16 02:56:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132 MiB,,,,,,,,,
2024-10-16 02:57:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 02:57:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132 MiB,,,,,,,,,
2024-10-16 02:57:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132 MiB,,,,,,,,,
2024-10-16 02:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MiB,,,,,,,,,
2024-10-16 02:58:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132 MiB,,,,,,,,,
2024-10-16 02:58:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 02:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 02:59:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 02:59:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 03:00:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 03:00:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 03:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 03:01:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 03:01:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 03:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 03:02:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 03:02:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 03:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 03:03:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 MiB,,,,,,,,,
2024-10-16 03:03:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 MiB,,,,,,,,,
2024-10-16 03:04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 MiB,,,,,,,,,
2024-10-16 03:04:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 MiB,,,,,,,,,
2024-10-16 03:04:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 MiB,,,,,,,,,
2024-10-16 03:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 MiB,,,,,,,,,
2024-10-16 03:05:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128 MiB,,,,,,,,,
2024-10-16 03:05:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,,,,,
2024-10-16 03:06:00,,,,19.1 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 MiB,,,,,,,,,
2024-10-16 03:06:20,,,,84.7 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133 MiB,,,,,,,,,
2024-10-16 03:06:40,,,,120 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 MiB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 MiB,,,,,,,,,
