sep=,
"Time","reducirimagen-755894457-2dwpd","reducirimagen-755894457-2nqj2","reducirimagen-755894457-6pc9g","reducirimagen-755894457-6q5m5","reducirimagen-755894457-6xrp6","reducirimagen-755894457-798hp","reducirimagen-755894457-7xwkm","reducirimagen-755894457-8xbk5","reducirimagen-755894457-bwsr6","reducirimagen-755894457-cgd2k","reducirimagen-755894457-dvw22","reducirimagen-755894457-fs6fk","reducirimagen-755894457-fvp9d","reducirimagen-755894457-fwtfs","reducirimagen-755894457-gcgbr","reducirimagen-755894457-hlz85","reducirimagen-755894457-j29q8","reducirimagen-755894457-j8rp8","reducirimagen-755894457-jcjhb","reducirimagen-755894457-jclgd","reducirimagen-755894457-krcrr","reducirimagen-755894457-lcp7m","reducirimagen-755894457-lhss9","reducirimagen-755894457-mdpdd","reducirimagen-755894457-mwqjp","reducirimagen-755894457-ngfdz","reducirimagen-755894457-nv2rd","reducirimagen-755894457-pb55s","reducirimagen-755894457-pxsqg","reducirimagen-755894457-q6tkg","reducirimagen-755894457-qk654","reducirimagen-755894457-r4scc","reducirimagen-755894457-slz2k","reducirimagen-755894457-t8v66","reducirimagen-755894457-vd95h","reducirimagen-755894457-vnqdn","reducirimagen-755894457-vx5m8","reducirimagen-755894457-w6xnw","reducirimagen-755894457-wxhsr","reducirimagen-755894457-xpnnj","reducirimagen-755894457-zhvt9"
2025-04-15 17:23:40,,,,0.525,,,,,,,,,,,,,,,,,,,,0.798,,,,,,,,,,,0.914,,,,,,0.618
2025-04-15 17:24:00,,,,0.906,,,,,,,,,,,,,,,,,,,,0.688,,,,,,,,,,,0.736,,,0.798,,,0.785
2025-04-15 17:24:20,,,,0.953,,,,,,,,,,,,,,,,,,,,0.678,,,,,,,,,,,0.727,,,0.862,,,0.858
2025-04-15 17:24:40,,,,,,,,,,,,,,,,,,,,,,,,0.486,,,,,,,,,,,0.736,,,0.844,,,
2025-04-15 17:25:00,,,,0.832,,,,,,,,,,,,,,,,,,,,0.834,,,,,,,,,,,0.879,,,0.464,,,0.741
2025-04-15 17:25:20,,,,0.745,,,,,,,,,,,,,,,,,,,,0.452,,,,,,,,,,,0.781,,,0.577,,,0.759
2025-04-15 17:25:40,,,,0.679,,,,,,,,,,,,,,,,,,,,0.835,,,,,,,,,,,0.624,,,0.776,,,0.718
2025-04-15 17:26:00,,,,0.822,,,,,,,,,,,,,,,,,,,,0.736,,,,,,,,,,,,,,0.935,,,0.735
2025-04-15 17:26:20,,,,0.728,,,,,,,,,,,,,,,,,,,,0.547,,,,,,,,,,,0.774,,,0.875,,,0.764
2025-04-15 17:26:40,,,,0.659,,,,,,,,,,,,,,,,,,,,0.927,,,,,,,,,,,0.866,,,0.490,,,0.710
2025-04-15 17:27:00,,,,0.470,,,,,,,,,,,,,,,,,,,,0.488,,,,,,,,,,,0.650,,,0.651,,,0.834
2025-04-15 17:27:20,,,,0.789,,,,,,,,,,,,,,,,,,,,0.763,,,,,,,,,,,0.682,,,0.813,,,0.817
2025-04-15 17:27:40,,,,0.778,,,,,,,,,,,,,,,,,,,,0.714,,,,,,,,,,,0.792,,,0.685,,,0.839
2025-04-15 17:28:00,,,,,,,,,,,,,,,,,,,,,,,,0.720,,,,,,,,,,,0.728,,,,,,0.822
2025-04-15 17:28:20,,,,0.896,,,,,,,,,,,,,,,,,,,,0.790,,,,,,,,,,,,,,0.695,,,0.793
2025-04-15 17:28:40,,,,0.663,,,,,,,,,,,,,,,,,,,,0.864,,,,,,,,,,,,,,0.851,,,0.729
2025-04-15 17:29:00,,,,0.799,,,,,,,,,,,,,,,,,,,,0.802,,,,,,,,,,,0.657,,,0.560,,,0.723
2025-04-15 17:29:20,,,,0.867,,,,,,,,,,,,,,,,,,,,0.832,,,,,,,,,,,0.790,,,0.841,,,0.508
2025-04-15 17:29:40,,,,0.621,,,,,,,,,,,,,,,,,,,,0.764,,,,,,,,,,,0.918,,,0.811,,,0.743
2025-04-15 17:30:00,,,,0.649,,,,,,,,,,,,,,,,,,,,0.705,,,,,,,,,,,,,,0.787,,,0.735
2025-04-15 17:30:20,,,,0.658,,,,,,,,,,,,,,,,,,,,0.503,,,,,,,,,,,0.656,,,0.925,,,0.782
2025-04-15 17:30:40,,,,0.786,,,,,,,,,,,,,,,,,,,,0.811,,,,,,,,,,,0.723,,,0.812,,,0.595
2025-04-15 17:31:00,,,,0.854,,,,,,,,,,,,,,,,,,,,0.708,,,,,,,,,,,0.920,,,0.743,,,0.809
2025-04-15 17:31:20,,,,,,,,,,,,,,,,,,,,,,,,0.788,,,,,,,,,,,1.00,,,0.829,,,0.695
2025-04-15 17:31:40,,,,,,,,,,,,,,,,,,,,,,,,0.761,,,,,,,,,,,0.767,,,,,,0.717
2025-04-15 17:32:00,,,,0.930,,,,,,,,,,,,,,,,,,,,0.726,,,,,,,,,,,0.820,,,0.759,,,0.771
2025-04-15 17:32:20,,,,0.673,,,,,,,,,,,,,,,,,,,,0.718,,,,,,,,,,,0.721,,,0.651,,,0.843
2025-04-15 17:32:40,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.433,,,,,,0.710
2025-04-15 17:33:00,,,,0.803,,,,,,,,,,,,,,,,,,,,0.670,,,,,,,,,,,0.654,,,0.810,,,0.632
2025-04-15 17:33:20,,,,0.198,,,,,,,,,,,,,,,,,,,,0.205,,,,,,,,,,,0.00118,,,0.0312,,,0.205
2025-04-15 17:33:40,,,,0.00154,,,,,,,,,,,,,,,,,,,,0.00514,,,,,,,,,,,,,,,,,0.0122
2025-04-15 17:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0102
2025-04-15 17:34:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0117
2025-04-15 17:34:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00909
2025-04-15 17:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0133
2025-04-15 17:35:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.692
2025-04-15 17:35:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04
2025-04-15 17:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01
2025-04-15 17:36:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,,,,0.898
2025-04-15 17:36:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.970,,,,0.887
2025-04-15 17:37:00,,,,,,,,0.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.841,,,,0.879
2025-04-15 17:37:20,,,,,,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.735,,,,
2025-04-15 17:37:40,,,,,,,,0.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.769,0.649,,,,0.544
2025-04-15 17:38:00,,,,,,,,0.965,,,0.407,,,,,,,,,,,,,,,,,,,,,,,,,0.892,0.706,,,,0.845
2025-04-15 17:38:20,,,,,,,,0.842,,,0.787,,,,,,,,,,,,,,,,,,,,,,,,,0.703,0.795,,,,0.693
2025-04-15 17:38:40,,,,,,,,0.959,,,0.867,,,,,,,,,,,,,,,,,,,,,,,,,0.865,0.564,,,,0.614
2025-04-15 17:39:00,,,,,,,,0.946,,,0.536,,,,,,,,,,,,,,,,,,,,,,,,,,0.723,,,,0.755
2025-04-15 17:39:20,,,,,,,,0.772,,,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.941,0.692,,,,0.676
2025-04-15 17:39:40,,,,,,,,0.877,,,0.869,,,,,,,,,,,,,,,,,,,,,,,,,0.782,,,,,0.789
2025-04-15 17:40:00,,,,,,,,0.810,,,0.862,,,,,,,,,,,,,,,,,,,,,,,,,0.799,0.682,,,,0.734
2025-04-15 17:40:20,,,,,,,,0.891,,,0.754,,,,,,,,,,,,,,,,,,,,,,,,,0.514,0.956,,,,0.745
2025-04-15 17:40:40,,,,,,,,0.661,,,0.669,,,,,,,,,,,,,,,,,,,,,,,,,0.690,0.845,,,,0.745
2025-04-15 17:41:00,,,,,,,,,,,0.763,,,,,,,,,,,,,,,,,,,,,,,,,0.714,0.581,,,,0.789
2025-04-15 17:41:20,,,,,,,,0.780,,,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.871,0.857,,,,0.449
2025-04-15 17:41:40,,,,,,,,0.874,,,0.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.760
2025-04-15 17:42:00,,,,,,,,0.770,,,0.783,,,,,,,,,,,,,,,,,,,,,,,,,0.730,0.640,,,,0.755
2025-04-15 17:42:20,,,,,,,,0.784,,,0.678,,,,,,,,,,,,,,,,,,,,,,,,,0.779,0.779,,,,0.525
2025-04-15 17:42:40,,,,,,,,0.908,,,0.742,,,,,,,,,,,,,,,,,,,,,,,,,0.713,0.719,,,,0.704
2025-04-15 17:43:00,,,,,,,,0.953,,,0.679,,,,,,,,,,,,,,,,,,,,,,,,,0.762,0.688,,,,0.723
2025-04-15 17:43:20,,,,,,,,0.564,,,0.816,,,,,,,,,,,,,,,,,,,,,,,,,0.726,0.546,,,,0.864
2025-04-15 17:43:40,,,,,,,,0.753,,,0.731,,,,,,,,,,,,,,,,,,,,,,,,,0.821,0.848,,,,0.729
2025-04-15 17:44:00,,,,,,,,0.823,,,0.826,,,,,,,,,,,,,,,,,,,,,,,,,0.725,0.833,,,,0.747
2025-04-15 17:44:20,,,,,,,,0.746,,,0.809,,,,,,,,,,,,,,,,,,,,,,,,,0.895,0.696,,,,0.765
2025-04-15 17:44:40,,,,,,,,0.808,,,0.802,,,,,,,,,,,,,,,,,,,,,,,,,,0.746,,,,0.624
2025-04-15 17:45:00,,,,,,,,0.865,,,0.518,,,,,,,,,,,,,,,,,,,,,,,,,0.807,0.580,,,,0.796
2025-04-15 17:45:20,,,,,,,,0.935,,,0.646,,,,,,,,,,,,,,,,,,,,,,,,,0.707,0.771,,,,0.696
2025-04-15 17:45:40,,,,,,,,0.842,,,0.808,,,,,,,,,,,,,,,,,,,,,,,,,0.615,0.764,,,,0.757
2025-04-15 17:46:00,,,,,,,,0.813,,,0.724,,,,,,,,,,,,,,,,,,,,,,,,,0.652,0.575,,,,0.712
2025-04-15 17:46:20,,,,,,,,0.790,,,0.770,,,,,,,,,,,,,,,,,,,,,,,,,0.832,0.663,,,,0.634
2025-04-15 17:46:40,,,,,,,,0.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.796,0.700,,,,0.610
2025-04-15 17:47:00,,,,,,,,0.948,,,0.579,,,,,,,,,,,,,,,,,,,,,,,,,0.823,0.784,,,,0.563
2025-04-15 17:47:20,,,,,,,,0.783,,,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.451,0.766,,,,0.628
2025-04-15 17:47:40,,,,,,,,0.784,,,0.858,,,,,,,,,,,,,,,,,,,,,,,,,0.820,,,,,0.599
2025-04-15 17:48:00,,,,,,,,0.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.713,0.475,,,,0.405
2025-04-15 17:48:20,,,,,,,,0.776,,,0.571,,,,,,,,,,,,,,,,,,,,,,,,,0.598,0.766,,,,0.777
2025-04-15 17:48:40,,,,,,,,,,,0.837,,,,,,,,,,,,,,,,,,,,,,,,,,0.769,,,,0.761
2025-04-15 17:49:00,,,,,,,,0.867,,,0.678,,,,,,,,,,,,,,,,,,,,,,,,,,0.654,,,,0.500
2025-04-15 17:49:20,,,,,,,,0.793,,,0.908,,,,,,,,,,,,,,,,,,,,,,,,,0.770,0.672,,,,0.778
2025-04-15 17:49:40,,,,,,,,0.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.639,0.680,,,,0.829
2025-04-15 17:50:00,,,,,,,,0.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.807,0.774,,,,0.870
2025-04-15 17:50:20,,,,,,,,0.00116,,,0.00119,,,,,,,,,,,,,,,,,,,,,,,,,0.325,0.253,,,,0.274
2025-04-15 17:50:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00748
2025-04-15 17:51:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0174
2025-04-15 17:51:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00776
2025-04-15 17:51:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0140
2025-04-15 17:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0122
2025-04-15 17:52:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.667
2025-04-15 17:53:20,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-15 17:53:40,,,,,,0.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-15 17:54:00,,,,,,1.03,,,,,,,,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,0.889
2025-04-15 17:54:20,,,,,,0.963,,,,,,,,0.829,,,,,,,,,,,,,,,,,,,,,,,,,,,0.912
2025-04-15 17:54:40,,,,,,1.00,,,,,,,,0.772,0.856,,,,,,,,,,,,,,,,,,,,,,,,,,0.795
2025-04-15 17:55:00,,,,,,0.698,,,,,,,,0.754,0.931,,,,,,,,,,,,,,,,,,,,,,,,,,0.746
2025-04-15 17:55:20,,,,,0.777,0.536,,,,,,,,0.667,0.697,,,,,,,,,,,,,,,,,,,,,,,,,,0.571
2025-04-15 17:55:40,,,,,0.655,0.873,,,,,,,,0.794,0.762,,,,,,,,,,,,,,,,,,,,,,,,,,0.559
2025-04-15 17:56:00,,,,,0.427,0.909,,,,,,,,0.554,0.705,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-15 17:56:20,,,,,0.662,0.778,,,,,,,,0.591,0.793,,,,,,,,,,,,,,,,,,,,,,,,,,0.632
2025-04-15 17:56:40,,,,,0.718,,,,,,,,,0.735,0.735,,,,,,,,,,,,,,,,,,,,,,,,,,0.855
2025-04-15 17:57:00,,,,,0.861,0.812,,,,,,,,0.722,0.764,,,,,,,,,,,,,,,,,,,,,,,,,,0.638
2025-04-15 17:57:20,,,,,0.530,0.794,,,,,,,,0.568,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,0.717
2025-04-15 17:57:40,,,,,0.702,0.807,,,,,,,,0.757,0.881,,,,,,,,,,,,,,,,,,,,,,,,,,0.723
2025-04-15 17:58:00,,,,,0.855,0.864,,,,,,,,0.876,,,,,,,,,,,,,,,,,,,,,,,,,,,0.758
2025-04-15 17:58:20,,,,,0.716,0.986,,,,,,,,0.652,0.457,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-15 17:58:40,,,,,,0.860,,,,,,,,0.623,0.751,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-15 17:59:00,,,,,0.547,0.809,,,,,,,,,0.570,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-15 17:59:20,,,,,0.814,0.786,,,,,,,,0.781,0.794,,,,,,,,,,,,,,,,,,,,,,,,,,0.644
2025-04-15 17:59:40,,,,,0.573,0.690,,,,,,,,0.871,0.813,,,,,,,,,,,,,,,,,,,,,,,,,,0.754
2025-04-15 18:00:00,,,,,0.493,0.755,,,,,,,,0.794,0.800,,,,,,,,,,,,,,,,,,,,,,,,,,0.933
2025-04-15 18:00:20,,,,,0.850,0.938,,,,,,,,0.665,0.737,,,,,,,,,,,,,,,,,,,,,,,,,,0.681
2025-04-15 18:00:40,,,,,0.752,0.874,,,,,,,,0.615,0.637,,,,,,,,,,,,,,,,,,,,,,,,,,0.685
2025-04-15 18:01:00,,,,,0.803,,,,,,,,,,0.869,,,,,,,,,,,,,,,,,,,,,,,,,,0.815
2025-04-15 18:01:20,,,,,0.721,0.920,,,,,,,,0.659,0.607,,,,,,,,,,,,,,,,,,,,,,,,,,0.740
2025-04-15 18:01:40,,,,,,0.853,,,,,,,,0.766,0.749,,,,,,,,,,,,,,,,,,,,,,,,,,0.633
2025-04-15 18:02:00,,,,,0.675,0.810,,,,,,,,0.815,0.893,,,,,,,,,,,,,,,,,,,,,,,,,,0.592
2025-04-15 18:02:20,,,,,0.724,,,,,,,,,0.831,,,,,,,,,,,,,,,,,,,,,,,,,,,0.747
2025-04-15 18:02:40,,,,,0.797,0.561,,,,,,,,0.733,0.857,,,,,,,,,,,,,,,,,,,,,,,,,,0.726
2025-04-15 18:03:00,,,,,0.756,0.851,,,,,,,,0.736,0.664,,,,,,,,,,,,,,,,,,,,,,,,,,0.793
2025-04-15 18:03:20,,,,,0.686,0.770,,,,,,,,0.879,0.825,,,,,,,,,,,,,,,,,,,,,,,,,,0.759
2025-04-15 18:03:40,,,,,0.790,0.899,,,,,,,,0.828,0.672,,,,,,,,,,,,,,,,,,,,,,,,,,0.639
2025-04-15 18:04:00,,,,,,0.897,,,,,,,,0.509,0.864,,,,,,,,,,,,,,,,,,,,,,,,,,0.670
2025-04-15 18:04:20,,,,,,0.978,,,,,,,,0.635,0.796,,,,,,,,,,,,,,,,,,,,,,,,,,0.645
2025-04-15 18:04:40,,,,,0.589,0.835,,,,,,,,0.779,,,,,,,,,,,,,,,,,,,,,,,,,,,0.473
2025-04-15 18:05:00,,,,,0.616,0.871,,,,,,,,0.776,0.892,,,,,,,,,,,,,,,,,,,,,,,,,,0.490
2025-04-15 18:05:20,,,,,0.797,0.758,,,,,,,,0.751,0.705,,,,,,,,,,,,,,,,,,,,,,,,,,0.766
2025-04-15 18:05:40,,,,,0.661,0.451,,,,,,,,,0.802,,,,,,,,,,,,,,,,,,,,,,,,,,0.560
2025-04-15 18:06:00,,,,,,0.786,,,,,,,,0.712,,,,,,,,,,,,,,,,,,,,,,,,,,,0.782
2025-04-15 18:06:20,,,,,0.669,0.928,,,,,,,,0.827,,,,,,,,,,,,,,,,,,,,,,,,,,,0.779
2025-04-15 18:06:40,,,,,0.807,0.826,,,,,,,,0.862,0.760,,,,,,,,,,,,,,,,,,,,,,,,,,0.809
2025-04-15 18:07:00,,,,,0.762,,,,,,,,,0.728,0.746,,,,,,,,,,,,,,,,,,,,,,,,,,0.743
